Spherical E,,Spherical g,,Oblate E,,Oblate G,
X,Y,X,Y,X,Y,X,Y
,,1.13769558299676,1.6184018756732712,0.5434633891819816,5.219815559350366,0.9691576323265119,30.644561065953866
,,1.1648791234274454,1.6693371474437129,0.5703750942083601,4.103162254625019,0.9960693373528902,29.4938869718668
,,1.191091823128463,1.389193152706241,0.5972867992347384,3.6723997414630247,1.0229810423792687,29.234580133762705
,,1.2235955707577253,1.2618549732800943,0.6241985042611167,3.2169294119657224,1.049892747405647,29.526300326629837
,,1.2581186671046956,1.043965199595391,0.651110209287495,2.7690614874946817,1.0768044524320253,28.602519715883858
,,1.2887341295147547,0.9275922522865017,0.6780219143138733,2.6556993841779644,1.1037161574584036,29.088720037329097
,,1.3150953678474115,1.0122721416048535,0.7049336193402516,2.320917234472148,1.1306278624847819,28.780793167080446
,,1.3437468194613538,1.3014712957682093,0.7318453243666299,1.9034589301060407,1.1575395675111604,27.824599201571516
,,1.3750078909566419,1.3608957795004528,0.7587570293930084,1.46699461317435,1.1844512725375387,26.868405236062557
,,1.4021914313873272,1.2618549732800943,0.7856687344193867,1.3393780004334275,1.211362977563917,25.960831302698097
,,1.4293749718180122,1.0637733608394342,0.812580439445765,1.4065730164897872,1.2382746825902953,26.02565801222414
,,1.4523450634819413,0.771602982489469,0.8394921444721433,1.4418650828824582,1.2651863876166738,25.523251013397385
,,,,0.8664038494985216,1.2558728601186715,1.292098092643052,25.053257369333664
,,,,0.8933155545249001,1.1044987316707733,1.3190097976694304,24.68050378955897
,,,,0.9202272595512784,0.9483731000814828,1.3459215026958087,24.939810627663093
,,,,0.9471389645776567,0.9823075941480539,1.372833207722187,24.79395053122954
,,,,0.974050669604035,0.9592240505178609,1.3997449127485655,23.9025832752466
,,,,1.0009623746304133,0.9139668255611468,1.4266566177749438,24.145683435969204
,,,,1.0278740796567918,0.7134938313188144,1.453568322801322,23.59465640499795
,,,,1.05478578468317,0.6619012688402535,,
,,,,1.0816974897095484,0.7243447817552067,,
,,,,1.1086091947359267,0.7600441198457162,,
,,,,1.135520899762305,0.9686981722830694,,
,,,,1.1624326047886835,0.8270985645831956,,
,,,,1.1893443098150618,0.7270406700623795,,
,,,,1.21625601484144,0.6089270636042556,,
,,,,1.2431677198678184,0.5706387099215817,,
,,,,1.2700794248941967,0.6539888366586837,,
,,,,1.2969911299205752,0.649911305594074,,
,,,,1.3239028349469535,0.524195294109731,,
,,,,1.3508145399733318,0.5790364019984509,,
,,,,1.37772624499971,0.5749588709338553,,
,,,,1.4046379500260884,0.5803843461520302,,
,,,,1.4315496550524667,0.593412226396481,,
,,,,1.4474520262044177,0.307813188994686,,
