0.12390917011134535, 2.1899062946058904e+52
0.3750921118134759, 1.341712835479906e+52
0.6259674117181434, 1.2775649214671103e+52
0.873734149701101, 1.341712835479906e+52
1.1220184543019653, 1.479833198237521e+52
1.3738237958832638, 1.6321721285632636e+52
1.6230983175920102, 1.7141252532913e+52
1.8724653641574052, 1.8905829836907412e+52
2.1092979522563704, 2.0852058572487322e+52
2.376085526898372, 2.2998638539611827e+52
2.6136135878164595, 2.415342501085917e+52
2.8748864083759087, 2.663985857258735e+52
3.1248385679631063, 2.938225383970964e+52
4.01280703194278, 4.566405432338145e+52
4.972235891449998, 5.036486330526239e+52
5.94480934559041, 5.55495891318379e+52
7.023469877393917, 5.55495891318379e+52
7.911810233556807, 4.348083467104491e+52
8.91250938133746, 2.938225383971012e+52
9.92091489534589, 2.2998638539611827e+52
10.912670306061631, 1.5541372208032073e+52
12.003567661352049, 1e+52
14.013664766683174, 2.415342501085917e+51
14.873521072935118, 1.2164839490258477e+51
15.975272534639162, 5.55495891318379e+50
16.9554899910793, 2.536619455757766e+50
17.995852040347334, 1.158323286254689e+50
18.873918221350994, 4.5664054323381454e+49
20.03199199266708, 1.7141252532913003e+49
22.836034457980627, 1.80019333289153e+48
