# 0.0 1e+52 0.05 0.05 0.0 0.0 0.0 0.0 0.001 2.2 0.1 0.01 1.0 3.09e+26 0.0228
# t(s) nu(Hz) Fnu(mJy) eFnu(mJy) upperlimit Instrument
8.640000000000e+03 1.000000000000e+09 4.546712000000e+00 2.273356000000e-01 0.0 Boxfit
9.482389000000e+03 1.000000000000e+09 4.742685000000e+00 2.371342500000e-01 0.0 Boxfit
1.040691000000e+04 1.000000000000e+09 4.898978000000e+00 2.449489000000e-01 0.0 Boxfit
1.142157000000e+04 1.000000000000e+09 5.002565000000e+00 2.501282500000e-01 0.0 Boxfit
1.253516000000e+04 1.000000000000e+09 5.147447000000e+00 2.573723500000e-01 0.0 Boxfit
1.375732000000e+04 1.000000000000e+09 5.292394000000e+00 2.646197000000e-01 0.0 Boxfit
1.509865000000e+04 1.000000000000e+09 5.401758000000e+00 2.700879000000e-01 0.0 Boxfit
1.657074000000e+04 1.000000000000e+09 5.529346000000e+00 2.764673000000e-01 0.0 Boxfit
1.818637000000e+04 1.000000000000e+09 5.638890000000e+00 2.819445000000e-01 0.0 Boxfit
1.995952000000e+04 1.000000000000e+09 5.718880000000e+00 2.859440000000e-01 0.0 Boxfit
2.190555000000e+04 1.000000000000e+09 5.933602000000e+00 2.966801000000e-01 0.0 Boxfit
2.404131000000e+04 1.000000000000e+09 6.096948000000e+00 3.048474000000e-01 0.0 Boxfit
2.638531000000e+04 1.000000000000e+09 6.183976000000e+00 3.091988000000e-01 0.0 Boxfit
2.895785000000e+04 1.000000000000e+09 6.330138000000e+00 3.165069000000e-01 0.0 Boxfit
3.178120000000e+04 1.000000000000e+09 6.535310000000e+00 3.267655000000e-01 0.0 Boxfit
3.487983000000e+04 1.000000000000e+09 6.720418000000e+00 3.360209000000e-01 0.0 Boxfit
3.828057000000e+04 1.000000000000e+09 6.896038000000e+00 3.448019000000e-01 0.0 Boxfit
4.201288000000e+04 1.000000000000e+09 7.090034000000e+00 3.545017000000e-01 0.0 Boxfit
4.610908000000e+04 1.000000000000e+09 7.240540000000e+00 3.620270000000e-01 0.0 Boxfit
5.060466000000e+04 1.000000000000e+09 7.397379000000e+00 3.698689500000e-01 0.0 Boxfit
5.553855000000e+04 1.000000000000e+09 7.506538000000e+00 3.753269000000e-01 0.0 Boxfit
6.095349000000e+04 1.000000000000e+09 7.555317000000e+00 3.777658500000e-01 0.0 Boxfit
6.689638000000e+04 1.000000000000e+09 7.499283000000e+00 3.749641500000e-01 0.0 Boxfit
7.341870000000e+04 1.000000000000e+09 7.289981000000e+00 3.644990500000e-01 0.0 Boxfit
8.057693000000e+04 1.000000000000e+09 6.971987000000e+00 3.485993500000e-01 0.0 Boxfit
8.843308000000e+04 1.000000000000e+09 6.718736000000e+00 3.359368000000e-01 0.0 Boxfit
9.705520000000e+04 1.000000000000e+09 6.523494000000e+00 3.261747000000e-01 0.0 Boxfit
1.065180000000e+05 1.000000000000e+09 6.355496000000e+00 3.177748000000e-01 0.0 Boxfit
1.169033000000e+05 1.000000000000e+09 6.213827000000e+00 3.106913500000e-01 0.0 Boxfit
1.283013000000e+05 1.000000000000e+09 6.096752000000e+00 3.048376000000e-01 0.0 Boxfit
1.408105000000e+05 1.000000000000e+09 5.997652000000e+00 2.998826000000e-01 0.0 Boxfit
1.545393000000e+05 1.000000000000e+09 5.901625000000e+00 2.950812500000e-01 0.0 Boxfit
1.696067000000e+05 1.000000000000e+09 5.807203000000e+00 2.903601500000e-01 0.0 Boxfit
1.861432000000e+05 1.000000000000e+09 5.726686000000e+00 2.863343000000e-01 0.0 Boxfit
2.042919000000e+05 1.000000000000e+09 5.626274000000e+00 2.813137000000e-01 0.0 Boxfit
2.242101000000e+05 1.000000000000e+09 5.509283000000e+00 2.754641500000e-01 0.0 Boxfit
2.460703000000e+05 1.000000000000e+09 5.386706000000e+00 2.693353000000e-01 0.0 Boxfit
2.700618000000e+05 1.000000000000e+09 5.258448000000e+00 2.629224000000e-01 0.0 Boxfit
2.963925000000e+05 1.000000000000e+09 5.130180000000e+00 2.565090000000e-01 0.0 Boxfit
3.252905000000e+05 1.000000000000e+09 4.997377000000e+00 2.498688500000e-01 0.0 Boxfit
3.570059000000e+05 1.000000000000e+09 4.872979000000e+00 2.436489500000e-01 0.0 Boxfit
3.918135000000e+05 1.000000000000e+09 4.725830000000e+00 2.362915000000e-01 0.0 Boxfit
4.300148000000e+05 1.000000000000e+09 4.548579000000e+00 2.274289500000e-01 0.0 Boxfit
4.719408000000e+05 1.000000000000e+09 4.357130000000e+00 2.178565000000e-01 0.0 Boxfit
5.179544000000e+05 1.000000000000e+09 4.141916000000e+00 2.070958000000e-01 0.0 Boxfit
5.684543000000e+05 1.000000000000e+09 3.864193000000e+00 1.932096500000e-01 0.0 Boxfit
6.238779000000e+05 1.000000000000e+09 3.525871000000e+00 1.762935500000e-01 0.0 Boxfit
6.847052000000e+05 1.000000000000e+09 3.147492000000e+00 1.573746000000e-01 0.0 Boxfit
7.514631000000e+05 1.000000000000e+09 2.724727000000e+00 1.362363500000e-01 0.0 Boxfit
8.247299000000e+05 1.000000000000e+09 2.282953000000e+00 1.141476500000e-01 0.0 Boxfit
9.051400000000e+05 1.000000000000e+09 1.861617000000e+00 9.308085000000e-02 0.0 Boxfit
9.933900000000e+05 1.000000000000e+09 1.500956000000e+00 7.504780000000e-02 0.0 Boxfit
1.090244000000e+06 1.000000000000e+09 1.198506000000e+00 5.992530000000e-02 0.0 Boxfit
1.196542000000e+06 1.000000000000e+09 9.503375000000e-01 4.751687500000e-02 0.0 Boxfit
1.313203000000e+06 1.000000000000e+09 7.542288000000e-01 3.771144000000e-02 0.0 Boxfit
1.441239000000e+06 1.000000000000e+09 5.975476000000e-01 2.987738000000e-02 0.0 Boxfit
1.581758000000e+06 1.000000000000e+09 4.705023000000e-01 2.352511500000e-02 0.0 Boxfit
1.735977000000e+06 1.000000000000e+09 3.696165000000e-01 1.848082500000e-02 0.0 Boxfit
1.905233000000e+06 1.000000000000e+09 2.909513000000e-01 1.454756500000e-02 0.0 Boxfit
2.090991000000e+06 1.000000000000e+09 2.286605000000e-01 1.143302500000e-02 0.0 Boxfit
2.294860000000e+06 1.000000000000e+09 1.787030000000e-01 8.935150000000e-03 0.0 Boxfit
