# 0.32 1e+52 0.1 0.1 0.0 0.0 0.0 0.0 0.001 2.2 0.1 0.01 1.0 3.09e+26 0.0228
# t(s) nu(Hz) Fnu(mJy) eFnu(mJy) upperlimit Instrument
3.252905000000e+05 1.000000000000e+09 2.268103000000e-08 1.134051500000e-09 0.0 Boxfit
3.570059000000e+05 1.000000000000e+09 2.136664000000e-07 1.068332000000e-08 0.0 Boxfit
3.918135000000e+05 1.000000000000e+09 9.648421000000e-07 4.824210500000e-08 0.0 Boxfit
4.300148000000e+05 1.000000000000e+09 1.829713000000e-06 9.148565000000e-08 0.0 Boxfit
4.719408000000e+05 1.000000000000e+09 4.284162000000e-06 2.142081000000e-07 0.0 Boxfit
5.179544000000e+05 1.000000000000e+09 6.713478000000e-06 3.356739000000e-07 0.0 Boxfit
5.684543000000e+05 1.000000000000e+09 1.703915000000e-05 8.519575000000e-07 0.0 Boxfit
6.238779000000e+05 1.000000000000e+09 2.243015000000e-05 1.121507500000e-06 0.0 Boxfit
6.847052000000e+05 1.000000000000e+09 5.511992000000e-05 2.755996000000e-06 0.0 Boxfit
7.514631000000e+05 1.000000000000e+09 7.770338000000e-05 3.885169000000e-06 0.0 Boxfit
8.247299000000e+05 1.000000000000e+09 1.589704000000e-04 7.948520000000e-06 0.0 Boxfit
9.051400000000e+05 1.000000000000e+09 2.761032000000e-04 1.380516000000e-05 0.0 Boxfit
9.933900000000e+05 1.000000000000e+09 4.344746000000e-04 2.172373000000e-05 0.0 Boxfit
1.090244000000e+06 1.000000000000e+09 8.081646000000e-04 4.040823000000e-05 0.0 Boxfit
1.196542000000e+06 1.000000000000e+09 1.244227000000e-03 6.221135000000e-05 0.0 Boxfit
1.313203000000e+06 1.000000000000e+09 2.261497000000e-03 1.130748500000e-04 0.0 Boxfit
1.441239000000e+06 1.000000000000e+09 1.158329000000e-02 5.791645000000e-04 0.0 Boxfit
1.581758000000e+06 1.000000000000e+09 2.969554000000e-02 1.484777000000e-03 0.0 Boxfit
1.735977000000e+06 1.000000000000e+09 5.784110000000e-02 2.892055000000e-03 0.0 Boxfit
1.905233000000e+06 1.000000000000e+09 9.853883000000e-02 4.926941500000e-03 0.0 Boxfit
2.090991000000e+06 1.000000000000e+09 1.475516000000e-01 7.377580000000e-03 0.0 Boxfit
2.294860000000e+06 1.000000000000e+09 2.142873000000e-01 1.071436500000e-02 0.0 Boxfit
2.518606000000e+06 1.000000000000e+09 2.748406000000e-01 1.374203000000e-02 0.0 Boxfit
2.764167000000e+06 1.000000000000e+09 3.530605000000e-01 1.765302500000e-02 0.0 Boxfit
3.033670000000e+06 1.000000000000e+09 4.322824000000e-01 2.161412000000e-02 0.0 Boxfit
3.329449000000e+06 1.000000000000e+09 5.123883000000e-01 2.561941500000e-02 0.0 Boxfit
3.654066000000e+06 1.000000000000e+09 5.799974000000e-01 2.899987000000e-02 0.0 Boxfit
4.010333000000e+06 1.000000000000e+09 6.486274000000e-01 3.243137000000e-02 0.0 Boxfit
4.401335000000e+06 1.000000000000e+09 7.063798000000e-01 3.531899000000e-02 0.0 Boxfit
4.830460000000e+06 1.000000000000e+09 7.572567000000e-01 3.786283500000e-02 0.0 Boxfit
5.301424000000e+06 1.000000000000e+09 8.027202000000e-01 4.013601000000e-02 0.0 Boxfit
5.818306000000e+06 1.000000000000e+09 8.265435000000e-01 4.132717500000e-02 0.0 Boxfit
6.385584000000e+06 1.000000000000e+09 8.116939000000e-01 4.058469500000e-02 0.0 Boxfit
7.008170000000e+06 1.000000000000e+09 7.799321000000e-01 3.899660500000e-02 0.0 Boxfit
7.691458000000e+06 1.000000000000e+09 7.171906000000e-01 3.585953000000e-02 0.0 Boxfit
8.441366000000e+06 1.000000000000e+09 6.480367000000e-01 3.240183500000e-02 0.0 Boxfit
9.264389000000e+06 1.000000000000e+09 5.602551000000e-01 2.801275500000e-02 0.0 Boxfit
1.016766000000e+07 1.000000000000e+09 4.623588000000e-01 2.311794000000e-02 0.0 Boxfit
1.115899000000e+07 1.000000000000e+09 3.753749000000e-01 1.876874500000e-02 0.0 Boxfit
1.224698000000e+07 1.000000000000e+09 2.945260000000e-01 1.472630000000e-02 0.0 Boxfit
1.344104000000e+07 1.000000000000e+09 2.225931000000e-01 1.112965500000e-02 0.0 Boxfit
1.475153000000e+07 1.000000000000e+09 1.604658000000e-01 8.023290000000e-03 0.0 Boxfit
1.618978000000e+07 1.000000000000e+09 1.145925000000e-01 5.729625000000e-03 0.0 Boxfit
1.776827000000e+07 1.000000000000e+09 8.182370000000e-02 4.091185000000e-03 0.0 Boxfit
1.950065000000e+07 1.000000000000e+09 5.810484000000e-02 2.905242000000e-03 0.0 Boxfit
2.140194000000e+07 1.000000000000e+09 4.124781000000e-02 2.062390500000e-03 0.0 Boxfit
2.348860000000e+07 1.000000000000e+09 2.904780000000e-02 1.452390000000e-03 0.0 Boxfit
2.577871000000e+07 1.000000000000e+09 2.090653000000e-02 1.045326500000e-03 0.0 Boxfit
2.829210000000e+07 1.000000000000e+09 1.517048000000e-02 7.585240000000e-04 0.0 Boxfit
3.105055000000e+07 1.000000000000e+09 1.122251000000e-02 5.611255000000e-04 0.0 Boxfit
3.407794000000e+07 1.000000000000e+09 8.380879000000e-03 4.190439500000e-04 0.0 Boxfit
3.740050000000e+07 1.000000000000e+09 6.402434000000e-03 3.201217000000e-04 0.0 Boxfit
4.104700000000e+07 1.000000000000e+09 4.922995000000e-03 2.461497500000e-04 0.0 Boxfit
4.504903000000e+07 1.000000000000e+09 3.852656000000e-03 1.926328000000e-04 0.0 Boxfit
4.944126000000e+07 1.000000000000e+09 3.056118000000e-03 1.528059000000e-04 0.0 Boxfit
5.426172000000e+07 1.000000000000e+09 2.437349000000e-03 1.218674500000e-04 0.0 Boxfit
5.955217000000e+07 1.000000000000e+09 1.971786000000e-03 9.858930000000e-05 0.0 Boxfit
6.535843000000e+07 1.000000000000e+09 1.606860000000e-03 8.034300000000e-05 0.0 Boxfit
7.173080000000e+07 1.000000000000e+09 1.320002000000e-03 6.600010000000e-05 0.0 Boxfit
7.872446000000e+07 1.000000000000e+09 1.097233000000e-03 5.486165000000e-05 0.0 Boxfit
8.640000000000e+07 1.000000000000e+09 9.151583000000e-04 4.575791500000e-05 0.0 Boxfit
3.252905000000e+05 1.000000000000e+14 1.261254000000e-08 6.306270000000e-10 0.0 Boxfit
3.570059000000e+05 1.000000000000e+14 6.727132000000e-08 3.363566000000e-09 0.0 Boxfit
3.918135000000e+05 1.000000000000e+14 4.012182000000e-07 2.006091000000e-08 0.0 Boxfit
4.300148000000e+05 1.000000000000e+14 6.852446000000e-07 3.426223000000e-08 0.0 Boxfit
4.719408000000e+05 1.000000000000e+14 1.291719000000e-06 6.458595000000e-08 0.0 Boxfit
5.179544000000e+05 1.000000000000e+14 1.249212000000e-06 6.246060000000e-08 0.0 Boxfit
5.684543000000e+05 1.000000000000e+14 4.600194000000e-06 2.300097000000e-07 0.0 Boxfit
6.238779000000e+05 1.000000000000e+14 3.302753000000e-06 1.651376500000e-07 0.0 Boxfit
6.847052000000e+05 1.000000000000e+14 1.220696000000e-05 6.103480000000e-07 0.0 Boxfit
7.514631000000e+05 1.000000000000e+14 9.490840000000e-06 4.745420000000e-07 0.0 Boxfit
8.247299000000e+05 1.000000000000e+14 2.768776000000e-05 1.384388000000e-06 0.0 Boxfit
9.051400000000e+05 1.000000000000e+14 3.008179000000e-05 1.504089500000e-06 0.0 Boxfit
9.933900000000e+05 1.000000000000e+14 4.062538000000e-05 2.031269000000e-06 0.0 Boxfit
1.090244000000e+06 1.000000000000e+14 6.328363000000e-05 3.164181500000e-06 0.0 Boxfit
1.196542000000e+06 1.000000000000e+14 6.564557000000e-05 3.282278500000e-06 0.0 Boxfit
1.313203000000e+06 1.000000000000e+14 1.143762000000e-04 5.718810000000e-06 0.0 Boxfit
1.441239000000e+06 1.000000000000e+14 2.261760000000e-04 1.130880000000e-05 0.0 Boxfit
1.581758000000e+06 1.000000000000e+14 3.086527000000e-04 1.543263500000e-05 0.0 Boxfit
1.735977000000e+06 1.000000000000e+14 3.769728000000e-04 1.884864000000e-05 0.0 Boxfit
1.905233000000e+06 1.000000000000e+14 4.620271000000e-04 2.310135500000e-05 0.0 Boxfit
2.090991000000e+06 1.000000000000e+14 5.624036000000e-04 2.812018000000e-05 0.0 Boxfit
2.294860000000e+06 1.000000000000e+14 7.000662000000e-04 3.500331000000e-05 0.0 Boxfit
2.518606000000e+06 1.000000000000e+14 7.908571000000e-04 3.954285500000e-05 0.0 Boxfit
2.764167000000e+06 1.000000000000e+14 9.038751000000e-04 4.519375500000e-05 0.0 Boxfit
3.033670000000e+06 1.000000000000e+14 9.782483000000e-04 4.891241500000e-05 0.0 Boxfit
3.329449000000e+06 1.000000000000e+14 1.039944000000e-03 5.199720000000e-05 0.0 Boxfit
3.654066000000e+06 1.000000000000e+14 1.073878000000e-03 5.369390000000e-05 0.0 Boxfit
4.010333000000e+06 1.000000000000e+14 1.084530000000e-03 5.422650000000e-05 0.0 Boxfit
4.401335000000e+06 1.000000000000e+14 1.080704000000e-03 5.403520000000e-05 0.0 Boxfit
4.830460000000e+06 1.000000000000e+14 1.069639000000e-03 5.348195000000e-05 0.0 Boxfit
5.301424000000e+06 1.000000000000e+14 1.044991000000e-03 5.224955000000e-05 0.0 Boxfit
5.818306000000e+06 1.000000000000e+14 9.971326000000e-04 4.985663000000e-05 0.0 Boxfit
6.385584000000e+06 1.000000000000e+14 9.238606000000e-04 4.619303000000e-05 0.0 Boxfit
7.008170000000e+06 1.000000000000e+14 8.416509000000e-04 4.208254500000e-05 0.0 Boxfit
7.691458000000e+06 1.000000000000e+14 7.420193000000e-04 3.710096500000e-05 0.0 Boxfit
8.441366000000e+06 1.000000000000e+14 6.538750000000e-04 3.269375000000e-05 0.0 Boxfit
9.264389000000e+06 1.000000000000e+14 5.617452000000e-04 2.808726000000e-05 0.0 Boxfit
1.016766000000e+07 1.000000000000e+14 4.631881000000e-04 2.315940500000e-05 0.0 Boxfit
1.115899000000e+07 1.000000000000e+14 3.758585000000e-04 1.879292500000e-05 0.0 Boxfit
1.224698000000e+07 1.000000000000e+14 2.947813000000e-04 1.473906500000e-05 0.0 Boxfit
1.344104000000e+07 1.000000000000e+14 2.227158000000e-04 1.113579000000e-05 0.0 Boxfit
1.475153000000e+07 1.000000000000e+14 1.605180000000e-04 8.025900000000e-06 0.0 Boxfit
1.618978000000e+07 1.000000000000e+14 1.146141000000e-04 5.730705000000e-06 0.0 Boxfit
1.776827000000e+07 1.000000000000e+14 8.183252000000e-05 4.091626000000e-06 0.0 Boxfit
1.950065000000e+07 1.000000000000e+14 5.810835000000e-05 2.905417500000e-06 0.0 Boxfit
2.140194000000e+07 1.000000000000e+14 4.124917000000e-05 2.062458500000e-06 0.0 Boxfit
2.348860000000e+07 1.000000000000e+14 2.904833000000e-05 1.452416500000e-06 0.0 Boxfit
2.577871000000e+07 1.000000000000e+14 2.090674000000e-05 1.045337000000e-06 0.0 Boxfit
2.829210000000e+07 1.000000000000e+14 1.517056000000e-05 7.585280000000e-07 0.0 Boxfit
3.105055000000e+07 1.000000000000e+14 1.122255000000e-05 5.611275000000e-07 0.0 Boxfit
3.407794000000e+07 1.000000000000e+14 8.380928000000e-06 4.190464000000e-07 0.0 Boxfit
3.740050000000e+07 1.000000000000e+14 6.402443000000e-06 3.201221500000e-07 0.0 Boxfit
4.104700000000e+07 1.000000000000e+14 4.922999000000e-06 2.461499500000e-07 0.0 Boxfit
4.504903000000e+07 1.000000000000e+14 3.852672000000e-06 1.926336000000e-07 0.0 Boxfit
4.944126000000e+07 1.000000000000e+14 3.056138000000e-06 1.528069000000e-07 0.0 Boxfit
5.426172000000e+07 1.000000000000e+14 2.437416000000e-06 1.218708000000e-07 0.0 Boxfit
5.955217000000e+07 1.000000000000e+14 1.971857000000e-06 9.859285000000e-08 0.0 Boxfit
6.535843000000e+07 1.000000000000e+14 1.606922000000e-06 8.034610000000e-08 0.0 Boxfit
7.173080000000e+07 1.000000000000e+14 1.320002000000e-06 6.600010000000e-08 0.0 Boxfit
7.872446000000e+07 1.000000000000e+14 1.097251000000e-06 5.486255000000e-08 0.0 Boxfit
8.640000000000e+07 1.000000000000e+14 9.151612000000e-07 4.575806000000e-08 0.0 Boxfit
3.252905000000e+05 1.000000000000e+18 5.021141000000e-11 2.510570500000e-12 0.0 Boxfit
3.570059000000e+05 1.000000000000e+18 2.678120000000e-10 1.339060000000e-11 0.0 Boxfit
3.918135000000e+05 1.000000000000e+18 1.401474000000e-09 7.007370000000e-11 0.0 Boxfit
4.300148000000e+05 1.000000000000e+18 1.741493000000e-09 8.707465000000e-11 0.0 Boxfit
4.719408000000e+05 1.000000000000e+18 3.993753000000e-09 1.996876500000e-10 0.0 Boxfit
5.179544000000e+05 1.000000000000e+18 4.669497000000e-09 2.334748500000e-10 0.0 Boxfit
5.684543000000e+05 1.000000000000e+18 1.061651000000e-08 5.308255000000e-10 0.0 Boxfit
6.238779000000e+05 1.000000000000e+18 1.087622000000e-08 5.438110000000e-10 0.0 Boxfit
6.847052000000e+05 1.000000000000e+18 2.259312000000e-08 1.129656000000e-09 0.0 Boxfit
