# 0.32 1e+52 0.05 0.05 0.0 0.0 0.0 0.0 0.001 2.2 0.1 0.01 1.0 3.09e+26 0.0228
# t(s) nu(Hz) Fnu(mJy) eFnu(mJy) upperlimit Instrument
1.115899000000e+07 1.000000000000e+09 3.379806000000e-02 1.689903000000e-03 0.0 Boxfit
1.224698000000e+07 1.000000000000e+09 2.319071000000e-02 1.159535500000e-03 0.0 Boxfit
1.344104000000e+07 1.000000000000e+09 1.560627000000e-02 7.803135000000e-04 0.0 Boxfit
1.475153000000e+07 1.000000000000e+09 1.026900000000e-02 5.134500000000e-04 0.0 Boxfit
1.618978000000e+07 1.000000000000e+09 7.093015000000e-03 3.546507500000e-04 0.0 Boxfit
1.776827000000e+07 1.000000000000e+09 4.850959000000e-03 2.425479500000e-04 0.0 Boxfit
1.950065000000e+07 1.000000000000e+09 3.474392000000e-03 1.737196000000e-04 0.0 Boxfit
2.140194000000e+07 1.000000000000e+09 2.519817000000e-03 1.259908500000e-04 0.0 Boxfit
2.348860000000e+07 1.000000000000e+09 1.848418000000e-03 9.242090000000e-05 0.0 Boxfit
2.577871000000e+07 1.000000000000e+09 1.400422000000e-03 7.002110000000e-05 0.0 Boxfit
2.829210000000e+07 1.000000000000e+09 1.071002000000e-03 5.355010000000e-05 0.0 Boxfit
3.105055000000e+07 1.000000000000e+09 8.370859000000e-04 4.185429500000e-05 0.0 Boxfit
3.407794000000e+07 1.000000000000e+09 6.583508000000e-04 3.291754000000e-05 0.0 Boxfit
3.740050000000e+07 1.000000000000e+09 5.227047000000e-04 2.613523500000e-05 0.0 Boxfit
4.104700000000e+07 1.000000000000e+09 4.249150000000e-04 2.124575000000e-05 0.0 Boxfit
4.504903000000e+07 1.000000000000e+09 3.440007000000e-04 1.720003500000e-05 0.0 Boxfit
4.944126000000e+07 1.000000000000e+09 2.852096000000e-04 1.426048000000e-05 0.0 Boxfit
5.426172000000e+07 1.000000000000e+09 2.359267000000e-04 1.179633500000e-05 0.0 Boxfit
5.955217000000e+07 1.000000000000e+09 1.967710000000e-04 9.838550000000e-06 0.0 Boxfit
6.535843000000e+07 1.000000000000e+09 1.658868000000e-04 8.294340000000e-06 0.0 Boxfit
7.173080000000e+07 1.000000000000e+09 1.399246000000e-04 6.996230000000e-06 0.0 Boxfit
7.872446000000e+07 1.000000000000e+09 1.192448000000e-04 5.962240000000e-06 0.0 Boxfit
8.640000000000e+07 1.000000000000e+09 1.017236000000e-04 5.086180000000e-06 0.0 Boxfit
5.179544000000e+05 1.000000000000e+14 1.480111000000e-08 7.400555000000e-10 0.0 Boxfit
5.684543000000e+05 1.000000000000e+14 1.930749000000e-07 9.653745000000e-09 0.0 Boxfit
6.238779000000e+05 1.000000000000e+14 2.163310000000e-07 1.081655000000e-08 0.0 Boxfit
6.847052000000e+05 1.000000000000e+14 1.371970000000e-07 6.859850000000e-09 0.0 Boxfit
7.514631000000e+05 1.000000000000e+14 7.519704000000e-07 3.759852000000e-08 0.0 Boxfit
8.247299000000e+05 1.000000000000e+14 4.637889000000e-07 2.318944500000e-08 0.0 Boxfit
9.051400000000e+05 1.000000000000e+14 2.397791000000e-06 1.198895500000e-07 0.0 Boxfit
9.933900000000e+05 1.000000000000e+14 1.383088000000e-06 6.915440000000e-08 0.0 Boxfit
1.090244000000e+06 1.000000000000e+14 3.933147000000e-06 1.966573500000e-07 0.0 Boxfit
1.196542000000e+06 1.000000000000e+14 3.653405000000e-06 1.826702500000e-07 0.0 Boxfit
1.313203000000e+06 1.000000000000e+14 3.730363000000e-06 1.865181500000e-07 0.0 Boxfit
1.441239000000e+06 1.000000000000e+14 7.621207000000e-06 3.810603500000e-07 0.0 Boxfit
