# 0.64 1e+52 0.1 0.1 0.0 0.0 0.0 0.0 0.001 2.2 0.1 0.01 1.0 3.09e+26 0.0228
# t(s) nu(Hz) Fnu(mJy) eFnu(mJy) upperlimit Instrument
1.905233000000e+06 1.000000000000e+09 1.181934000000e-09 5.909670000000e-11 0.0 Boxfit
2.090991000000e+06 1.000000000000e+09 1.232771000000e-08 6.163855000000e-10 0.0 Boxfit
2.294860000000e+06 1.000000000000e+09 4.344620000000e-08 2.172310000000e-09 0.0 Boxfit
2.518606000000e+06 1.000000000000e+09 9.956125000000e-08 4.978062500000e-09 0.0 Boxfit
2.764167000000e+06 1.000000000000e+09 2.038374000000e-07 1.019187000000e-08 0.0 Boxfit
3.033670000000e+06 1.000000000000e+09 6.737681000000e-07 3.368840500000e-08 0.0 Boxfit
3.329449000000e+06 1.000000000000e+09 8.974189000000e-07 4.487094500000e-08 0.0 Boxfit
3.654066000000e+06 1.000000000000e+09 1.541112000000e-06 7.705560000000e-08 0.0 Boxfit
4.010333000000e+06 1.000000000000e+09 2.935822000000e-06 1.467911000000e-07 0.0 Boxfit
4.401335000000e+06 1.000000000000e+09 4.654867000000e-06 2.327433500000e-07 0.0 Boxfit
4.830460000000e+06 1.000000000000e+09 7.742436000000e-06 3.871218000000e-07 0.0 Boxfit
5.301424000000e+06 1.000000000000e+09 1.402294000000e-05 7.011470000000e-07 0.0 Boxfit
5.818306000000e+06 1.000000000000e+09 2.475724000000e-05 1.237862000000e-06 0.0 Boxfit
6.385584000000e+06 1.000000000000e+09 4.267175000000e-05 2.133587500000e-06 0.0 Boxfit
7.008170000000e+06 1.000000000000e+09 6.752445000000e-05 3.376222500000e-06 0.0 Boxfit
7.691458000000e+06 1.000000000000e+09 1.192369000000e-04 5.961845000000e-06 0.0 Boxfit
8.441366000000e+06 1.000000000000e+09 3.946999000000e-04 1.973499500000e-05 0.0 Boxfit
9.264389000000e+06 1.000000000000e+09 1.639688000000e-03 8.198440000000e-05 0.0 Boxfit
1.016766000000e+07 1.000000000000e+09 2.273702000000e-03 1.136851000000e-04 0.0 Boxfit
1.115899000000e+07 1.000000000000e+09 4.349766000000e-03 2.174883000000e-04 0.0 Boxfit
1.224698000000e+07 1.000000000000e+09 6.783297000000e-03 3.391648500000e-04 0.0 Boxfit
1.344104000000e+07 1.000000000000e+09 1.080658000000e-02 5.403290000000e-04 0.0 Boxfit
1.475153000000e+07 1.000000000000e+09 1.539661000000e-02 7.698305000000e-04 0.0 Boxfit
1.618978000000e+07 1.000000000000e+09 2.134253000000e-02 1.067126500000e-03 0.0 Boxfit
1.776827000000e+07 1.000000000000e+09 2.709463000000e-02 1.354731500000e-03 0.0 Boxfit
1.950065000000e+07 1.000000000000e+09 3.131913000000e-02 1.565956500000e-03 0.0 Boxfit
2.140194000000e+07 1.000000000000e+09 3.544022000000e-02 1.772011000000e-03 0.0 Boxfit
2.348860000000e+07 1.000000000000e+09 3.715653000000e-02 1.857826500000e-03 0.0 Boxfit
2.577871000000e+07 1.000000000000e+09 3.832342000000e-02 1.916171000000e-03 0.0 Boxfit
2.829210000000e+07 1.000000000000e+09 3.936021000000e-02 1.968010500000e-03 0.0 Boxfit
3.105055000000e+07 1.000000000000e+09 3.826338000000e-02 1.913169000000e-03 0.0 Boxfit
3.407794000000e+07 1.000000000000e+09 3.572989000000e-02 1.786494500000e-03 0.0 Boxfit
3.740050000000e+07 1.000000000000e+09 3.279720000000e-02 1.639860000000e-03 0.0 Boxfit
4.104700000000e+07 1.000000000000e+09 2.754177000000e-02 1.377088500000e-03 0.0 Boxfit
4.504903000000e+07 1.000000000000e+09 2.276989000000e-02 1.138494500000e-03 0.0 Boxfit
4.944126000000e+07 1.000000000000e+09 1.781103000000e-02 8.905515000000e-04 0.0 Boxfit
5.426172000000e+07 1.000000000000e+09 1.290118000000e-02 6.450590000000e-04 0.0 Boxfit
5.955217000000e+07 1.000000000000e+09 9.327763000000e-03 4.663881500000e-04 0.0 Boxfit
6.535843000000e+07 1.000000000000e+09 6.659332000000e-03 3.329666000000e-04 0.0 Boxfit
7.173080000000e+07 1.000000000000e+09 4.671315000000e-03 2.335657500000e-04 0.0 Boxfit
7.872446000000e+07 1.000000000000e+09 3.292025000000e-03 1.646012500000e-04 0.0 Boxfit
8.640000000000e+07 1.000000000000e+09 2.395328000000e-03 1.197664000000e-04 0.0 Boxfit
1.905233000000e+06 1.000000000000e+14 6.536268000000e-11 3.268134000000e-12 0.0 Boxfit
2.090991000000e+06 1.000000000000e+14 4.198189000000e-10 2.099094500000e-11 0.0 Boxfit
2.294860000000e+06 1.000000000000e+14 1.274823000000e-09 6.374115000000e-11 0.0 Boxfit
2.518606000000e+06 1.000000000000e+14 2.465795000000e-09 1.232897500000e-10 0.0 Boxfit
2.764167000000e+06 1.000000000000e+14 4.685826000000e-09 2.342913000000e-10 0.0 Boxfit
3.033670000000e+06 1.000000000000e+14 5.216151000000e-08 2.608075500000e-09 0.0 Boxfit
3.329449000000e+06 1.000000000000e+14 2.940336000000e-08 1.470168000000e-09 0.0 Boxfit
3.654066000000e+06 1.000000000000e+14 4.328391000000e-08 2.164195500000e-09 0.0 Boxfit
4.010333000000e+06 1.000000000000e+14 7.658669000000e-08 3.829334500000e-09 0.0 Boxfit
4.401335000000e+06 1.000000000000e+14 7.976433000000e-08 3.988216500000e-09 0.0 Boxfit
4.830460000000e+06 1.000000000000e+14 1.079661000000e-07 5.398305000000e-09 0.0 Boxfit
5.301424000000e+06 1.000000000000e+14 1.672815000000e-07 8.364075000000e-09 0.0 Boxfit
5.818306000000e+06 1.000000000000e+14 2.606645000000e-07 1.303322500000e-08 0.0 Boxfit
6.385584000000e+06 1.000000000000e+14 4.318579000000e-07 2.159289500000e-08 0.0 Boxfit
7.008170000000e+06 1.000000000000e+14 3.644744000000e-07 1.822372000000e-08 0.0 Boxfit
7.691458000000e+06 1.000000000000e+14 5.985327000000e-07 2.992663500000e-08 0.0 Boxfit
8.441366000000e+06 1.000000000000e+14 1.617723000000e-06 8.088615000000e-08 0.0 Boxfit
9.264389000000e+06 1.000000000000e+14 3.393150000000e-06 1.696575000000e-07 0.0 Boxfit
1.016766000000e+07 1.000000000000e+14 3.488999000000e-06 1.744499500000e-07 0.0 Boxfit
1.115899000000e+07 1.000000000000e+14 5.986315000000e-06 2.993157500000e-07 0.0 Boxfit
1.224698000000e+07 1.000000000000e+14 8.998603000000e-06 4.499301500000e-07 0.0 Boxfit
1.344104000000e+07 1.000000000000e+14 1.299579000000e-05 6.497895000000e-07 0.0 Boxfit
1.475153000000e+07 1.000000000000e+14 1.769766000000e-05 8.848830000000e-07 0.0 Boxfit
1.618978000000e+07 1.000000000000e+14 2.339735000000e-05 1.169867500000e-06 0.0 Boxfit
1.776827000000e+07 1.000000000000e+14 2.848791000000e-05 1.424395500000e-06 0.0 Boxfit
1.950065000000e+07 1.000000000000e+14 3.201397000000e-05 1.600698500000e-06 0.0 Boxfit
2.140194000000e+07 1.000000000000e+14 3.565028000000e-05 1.782514000000e-06 0.0 Boxfit
2.348860000000e+07 1.000000000000e+14 3.716886000000e-05 1.858443000000e-06 0.0 Boxfit
2.577871000000e+07 1.000000000000e+14 3.832819000000e-05 1.916409500000e-06 0.0 Boxfit
2.829210000000e+07 1.000000000000e+14 3.936444000000e-05 1.968222000000e-06 0.0 Boxfit
3.105055000000e+07 1.000000000000e+14 3.826673000000e-05 1.913336500000e-06 0.0 Boxfit
3.407794000000e+07 1.000000000000e+14 3.573249000000e-05 1.786624500000e-06 0.0 Boxfit
3.740050000000e+07 1.000000000000e+14 3.279903000000e-05 1.639951500000e-06 0.0 Boxfit
4.104700000000e+07 1.000000000000e+14 2.754292000000e-05 1.377146000000e-06 0.0 Boxfit
4.504903000000e+07 1.000000000000e+14 2.277051000000e-05 1.138525500000e-06 0.0 Boxfit
4.944126000000e+07 1.000000000000e+14 1.781133000000e-05 8.905665000000e-07 0.0 Boxfit
5.426172000000e+07 1.000000000000e+14 1.290134000000e-05 6.450670000000e-07 0.0 Boxfit
5.955217000000e+07 1.000000000000e+14 9.327824000000e-06 4.663912000000e-07 0.0 Boxfit
6.535843000000e+07 1.000000000000e+14 6.659439000000e-06 3.329719500000e-07 0.0 Boxfit
7.173080000000e+07 1.000000000000e+14 4.671323000000e-06 2.335661500000e-07 0.0 Boxfit
7.872446000000e+07 1.000000000000e+14 3.292027000000e-06 1.646013500000e-07 0.0 Boxfit
8.640000000000e+07 1.000000000000e+14 2.395329000000e-06 1.197664500000e-07 0.0 Boxfit
1.905233000000e+06 1.000000000000e+18 2.602135000000e-13 1.301067500000e-14 0.0 Boxfit
2.090991000000e+06 1.000000000000e+18 1.671329000000e-12 8.356645000000e-14 0.0 Boxfit
2.294860000000e+06 1.000000000000e+18 5.075163000000e-12 2.537581500000e-13 0.0 Boxfit
2.518606000000e+06 1.000000000000e+18 9.816505000000e-12 4.908252500000e-13 0.0 Boxfit
2.764167000000e+06 1.000000000000e+18 1.771820000000e-11 8.859100000000e-13 0.0 Boxfit
3.033670000000e+06 1.000000000000e+18 4.525374000000e-11 2.262687000000e-12 0.0 Boxfit
3.329449000000e+06 1.000000000000e+18 5.451571000000e-11 2.725785500000e-12 0.0 Boxfit
3.654066000000e+06 1.000000000000e+18 7.794194000000e-11 3.897097000000e-12 0.0 Boxfit
4.010333000000e+06 1.000000000000e+18 1.228761000000e-10 6.143805000000e-12 0.0 Boxfit
4.401335000000e+06 1.000000000000e+18 1.586915000000e-10 7.934575000000e-12 0.0 Boxfit
4.830460000000e+06 1.000000000000e+18 2.104989000000e-10 1.052494500000e-11 0.0 Boxfit
5.301424000000e+06 1.000000000000e+18 3.154321000000e-10 1.577160500000e-11 0.0 Boxfit
5.818306000000e+06 1.000000000000e+18 4.530832000000e-10 2.265416000000e-11 0.0 Boxfit
6.385584000000e+06 1.000000000000e+18 6.323937000000e-10 3.161968500000e-11 0.0 Boxfit
7.008170000000e+06 1.000000000000e+18 8.344854000000e-10 4.172427000000e-11 0.0 Boxfit
7.691458000000e+06 1.000000000000e+18 1.192182000000e-09 5.960910000000e-11 0.0 Boxfit
8.441366000000e+06 1.000000000000e+18 2.870538000000e-09 1.435269000000e-10 0.0 Boxfit
9.264389000000e+06 1.000000000000e+18 6.656213000000e-09 3.328106500000e-10 0.0 Boxfit
